town,year_revenue,avg_daily_rate,occupancy,active_days,length_of_stay,min_stay,management,bedrooms,bathrooms,max_guests,listed_price,is_active,economic_category,blocked_days,rating,num_reviews,beachfront,hot_tub,ev_charger,kitchen,pool,pets_allowed,smoking_allowed,revenue_group,occupancy_group
Colchester,21160,127.47,61,271,3.0,2,Individual,3,1.0,6,125,Yes,Midscale,95,4.91,232,No,No,No,Yes,No,No,No,High,Low
Colchester,21210,85.87,70,353,6.0,2,Small,3,1.0,7,92,Yes,Midscale,13,4.9,90,No,No,No,Yes,No,No,No,High,High
Colchester,21323,185.42,54,214,23.0,3,Individual,3,2.0,6,255,No,Upscale,101,4.95,57,No,No,No,Yes,No,No,No,High,Low
Colchester,22673,125.96,50,361,4.0,2,Individual,3,1.5,6,119,Yes,Midscale,5,4.9,165,No,No,No,Yes,No,Yes,No,High,Low
Colchester,22835,109.78,68,308,18.0,5,Individual,3,1.5,6,163,Yes,Midscale,56,4.75,4,No,No,No,Yes,No,No,No,High,High
Colchester,23032,95.97,77,310,4.0,2,Individual,3,1.5,6,99,Yes,Midscale,56,4.84,57,No,No,No,Yes,No,Yes,No,High,High
Colchester,23359,111.23,79,267,4.0,3,Individual,3,2.0,5,156,Yes,Midscale,22,5.0,5,No,No,No,Yes,No,No,No,High,High
Colchester,23385,102.57,63,363,14.0,7,Individual,3,2.5,6,134,Yes,Midscale,3,4.96,24,No,No,No,Yes,No,Yes,No,High,High
Colchester,23978,110.5,69,315,9.0,2,Individual,3,2.5,6,144,Yes,Midscale,51,4.94,33,No,No,No,Yes,No,Yes,No,High,High
Colchester,24298,121.49,60,335,11.0,2,Individual,3,2.0,8,166,Yes,Midscale,29,4.87,15,No,No,No,Yes,No,Yes,No,High,Low
Colchester,25193,144.79,65,269,17.0,2,Small,3,2.5,6,172,Yes,Midscale,97,4.9,61,No,No,No,Yes,No,No,No,High,High
Colchester,25852,158.6,85,192,7.0,3,Small,3,1.5,6,181,Yes,Upscale,174,4.76,95,No,No,No,Yes,No,Yes,No,High,High
Colchester,26183,111.89,67,347,17.0,6,Large,3,2.5,5,156,Yes,Midscale,18,4.75,4,No,No,No,Yes,No,Yes,No,High,High
Colchester,26294,125.21,79,266,7.0,3,Individual,3,2.0,7,189,Yes,Midscale,100,5.0,2,No,No,No,Yes,No,Yes,No,High,High
Colchester,26507,122.72,97,223,15.0,1,Large,3,1.0,5,132,No,Midscale,62,4.6,5,No,No,No,Yes,No,Yes,No,High,High
Colchester,27121,101.2,77,350,20.0,5,Large,3,2.5,6,153,No,Midscale,8,4.8,5,No,No,No,No,No,No,No,High,High
Colchester,28448,144.4,92,213,3.0,2,Individual,3,2.0,6,137,Yes,Midscale,153,4.91,396,No,Yes,No,Yes,No,No,No,High,High
Colchester,28628,165.48,60,290,9.0,2,Individual,3,2.0,6,181,Yes,Upscale,75,4.96,24,No,No,No,Yes,No,Yes,No,High,Low
Colchester,31018,137.86,63,355,4.0,2,Small,3,1.0,5,140,Yes,Midscale,11,4.92,156,No,No,No,Yes,No,Yes,No,High,High
Colchester,31128,120.19,83,313,6.0,2,Individual,3,2.0,6,139,Yes,Midscale,53,4.96,82,No,No,No,Yes,No,Yes,No,High,High
Colchester,31174,167.6,93,200,30.0,2,Individual,3,2.5,7,232,Yes,Upscale,166,4.57,7,No,No,No,Yes,No,No,No,High,High
Colchester,33440,171.49,92,211,9.0,1,Individual,3,2.5,6,192,No,Upscale,124,4.96,68,No,No,No,Yes,No,Yes,No,High,High
Colchester,33633,230.36,40,366,3.0,4,Small,3,2.5,6,305,Yes,Upscale,0,5.0,1,No,No,No,Yes,No,No,No,High,Low
Colchester,35994,220.82,80,203,4.0,2,Small,3,1.5,6,214,Yes,Upscale,163,4.97,126,No,No,No,Yes,No,Yes,No,High,High
Colchester,42844,178.52,78,307,3.0,1,Large,3,2.0,6,280,Yes,Upscale,59,4.5,2,No,No,No,Yes,No,Yes,No,High,High
Colchester,48350,272.97,93,183,4.0,1,Large,3,2.0,6,331,No,Upscale,53,4.79,0,No,No,No,Yes,No,Yes,No,High,High
Colchester,48874,193.94,89,284,3.0,1,Large,3,2.0,6,296,Yes,Upscale,82,4.92,13,No,No,No,Yes,No,Yes,No,High,High
Colchester,52944,177.78,91,326,5.0,2,Individual,3,2.0,6,171,Yes,Upscale,40,4.85,144,No,No,No,Yes,No,Yes,No,High,High
Colchester,52944,210.89,95,286,2.0,1,Large,3,2.0,6,303,Yes,Upscale,80,5.0,4,No,No,No,Yes,No,Yes,No,High,High
Colchester,52944,231.36,98,304,5.0,2,Large,3,3.0,6,290,Yes,Upscale,62,5.0,1,No,No,No,Yes,No,Yes,No,High,High
Brentwood,699,174.64,2,177,4.0,1,Small,3,2.5,8,235,Yes,Upscale,10,4.86,0,No,No,No,Yes,No,Yes,No,Low,Low
Brentwood,981,89.15,3,361,9.0,1,Small,3,2.5,8,120,Yes,Midscale,5,3.0,2,No,No,No,Yes,No,No,No,Low,Low
Brentwood,1738,133.67,11,116,13.0,2,Moderate,3,2.0,6,169,Yes,Upscale,40,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Brentwood,2123,151.62,4,362,6.0,5,Moderate,3,3.0,5,195,Yes,Upscale,4,4.6,5,No,No,No,Yes,No,No,No,Low,Low
Brentwood,2644,110.19,34,71,3.0,1,Small,3,1.5,4,131,Yes,Midscale,156,5.0,12,No,No,No,Yes,No,No,No,Low,Low
Brentwood,3359,152.69,11,194,4.0,1,Large,3,1.0,5,180,No,Upscale,156,4.42,0,No,No,No,Yes,No,No,No,Low,Low
Brentwood,3620,124.81,45,65,12.0,2,Small,3,4.0,6,187,Yes,Midscale,60,5.0,2,No,No,No,Yes,No,Yes,No,Low,Low
Brentwood,5237,201.44,22,119,5.0,2,Individual,3,2.5,6,233,No,Upscale,1,4.87,23,No,No,No,Yes,No,Yes,No,Low,Low
Brentwood,5624,127.81,44,101,6.0,2,Small,3,1.0,4,140,No,Upscale,19,4.6,5,No,No,No,Yes,No,Yes,No,Low,Low
Brentwood,7973,221.46,46,78,16.0,7,Large,3,2.0,6,289,No,Upscale,40,5.0,5,No,No,No,Yes,No,No,No,Low,Low
Brentwood,8626,151.34,37,153,16.0,1,Large,3,4.0,6,219,No,Upscale,99,4.33,3,No,No,No,Yes,Yes,No,No,Low,Low
Brentwood,14472,110.47,38,343,12.0,4,Small,3,1.5,5,144,Yes,Midscale,23,3.6,5,No,No,No,Yes,No,No,No,High,Low
Brentwood,15439,104.32,65,227,16.0,3,Unknown,3,1.0,6,138,Yes,Midscale,50,4.25,4,No,No,No,Yes,No,Yes,No,High,High
Brentwood,17753,188.86,41,227,9.0,1,Small,3,1.5,7,239,No,Upscale,15,4.73,15,No,No,No,Yes,No,Yes,No,High,Low
Brentwood,25149,99.01,80,318,25.0,1,Small,3,1.5,5,163,No,Midscale,28,4.74,19,No,No,No,Yes,No,Yes,No,High,High
Brentwood,28409,143.48,59,334,5.0,2,Individual,3,1.0,6,156,Yes,Upscale,32,4.74,82,No,No,No,Yes,No,No,No,High,Low
Brentwood,28640,181.27,46,342,4.0,2,Small,3,3.0,6,238,Yes,Upscale,24,4.3,33,No,No,No,Yes,No,Yes,No,High,Low
Brentwood,32065,201.67,94,170,4.0,1,Large,3,3.0,6,203,Yes,Upscale,59,1.0,1,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,267,117.29,7,30,2.0,1,Small,3,2.0,6,154,No,Midscale,99,4.86,0,No,No,No,Yes,Yes,No,No,Low,Low
Clacton-on-Sea,346,115.44,2,176,3.0,2,Large,3,2.0,6,98,Yes,Midscale,190,5.0,5,No,No,No,Yes,Yes,Yes,No,Low,Low
Clacton-on-Sea,361,72.18,6,79,1.0,2,Large,3,1.0,8,86,Yes,Midscale,163,4.0,4,No,No,No,Yes,Yes,Yes,No,Low,Low
Clacton-on-Sea,503,125.77,2,182,4.0,3,Large,3,2.0,8,84,Yes,Midscale,184,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,515,128.71,2,164,2.0,1,Small,3,2.0,7,158,No,Upscale,30,5.0,1,No,No,No,Yes,No,No,Yes,Low,Low
Clacton-on-Sea,558,139.41,17,24,2.0,1,Small,3,2.0,6,169,No,Upscale,104,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,740,56.92,50,26,49.0,3,Individual,3,1.0,6,68,No,Economy,25,4.86,0,No,No,No,Yes,Yes,Yes,No,Low,Low
Clacton-on-Sea,805,89.47,5,182,3.0,2,Individual,3,1.0,8,81,Yes,Midscale,184,3.67,3,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,1255,156.82,3,252,4.0,4,Small,3,1.0,6,189,Yes,Upscale,114,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,2769,69.23,30,132,3.0,1,Large,3,1.0,6,70,No,Midscale,6,4.86,3,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,2952,105.43,13,212,4.0,2,Individual,3,1.0,7,112,No,Midscale,145,4.57,7,No,No,No,Yes,No,Yes,No,Low,Low
Clacton-on-Sea,4328,65.58,32,208,6.0,3,Individual,3,1.5,8,85,Yes,Midscale,158,4.91,11,No,No,No,Yes,No,Yes,No,Low,Low
Clacton-on-Sea,4345,67.89,78,82,5.0,3,Small,3,1.0,5,85,No,Midscale,1,4.84,19,No,No,No,Yes,No,Yes,No,Low,High
Clacton-on-Sea,4503,81.87,51,107,5.0,2,Small,3,1.5,8,76,No,Midscale,151,4.83,12,No,No,No,Yes,No,Yes,No,Low,Low
Clacton-on-Sea,4921,64.75,86,88,4.0,1,Individual,3,1.5,6,68,No,Midscale,20,4.91,23,No,No,No,Yes,Yes,No,Yes,Low,High
Clacton-on-Sea,5356,76.51,19,360,6.0,2,Individual,3,1.0,6,110,Yes,Midscale,6,4.8,5,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,5996,70.54,28,300,4.0,2,Individual,3,1.5,8,101,Yes,Midscale,65,3.5,2,No,No,No,Yes,Yes,No,No,Low,Low
Clacton-on-Sea,6910,77.64,62,144,6.0,2,Individual,3,2.0,6,122,No,Midscale,7,4.59,27,Yes,No,No,Yes,Yes,Yes,Yes,Low,Low
Clacton-on-Sea,7633,90.87,69,121,14.0,3,Moderate,3,1.0,6,120,No,Midscale,2,5.0,1,No,No,No,No,No,No,No,Low,High
Clacton-on-Sea,8075,63.58,50,252,6.0,1,Small,3,1.0,8,78,Yes,Midscale,76,4.75,4,No,No,No,Yes,Yes,Yes,No,Low,Low
Clacton-on-Sea,8362,47.21,87,238,21.0,2,Small,3,1.0,6,58,Yes,Economy,128,4.56,36,No,No,No,Yes,No,Yes,No,Low,High
Clacton-on-Sea,8390,59.09,45,318,29.0,1,Small,3,1.5,8,78,Yes,Economy,48,4.85,20,No,No,No,Yes,No,Yes,No,Low,Low
Clacton-on-Sea,9464,81.58,52,225,14.0,1,Individual,3,1.5,8,93,Yes,Midscale,141,5.0,13,No,No,No,Yes,Yes,No,No,Low,Low
Clacton-on-Sea,9597,53.31,51,352,14.0,2,Individual,3,1.0,8,76,Yes,Economy,14,4.77,26,No,No,No,Yes,No,Yes,No,Low,Low
Clacton-on-Sea,11417,117.7,29,332,8.0,2,Small,3,1.0,6,129,Yes,Midscale,34,4.91,109,No,No,No,Yes,No,No,No,Low,Low
Clacton-on-Sea,11533,54.15,66,321,15.0,1,Small,3,1.5,8,66,Yes,Economy,45,4.73,59,No,No,No,Yes,No,Yes,No,Low,High
Clacton-on-Sea,11820,124.42,26,364,4.0,2,Small,3,1.0,7,119,Yes,Midscale,2,4.84,170,No,No,No,Yes,No,Yes,No,Low,Low
Clacton-on-Sea,12636,68.67,78,236,18.0,2,Small,3,1.0,8,84,Yes,Midscale,129,5.0,1,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,12653,70.68,84,212,28.0,2,Small,3,1.0,6,95,Yes,Midscale,154,4.73,15,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,13188,116.71,32,358,16.0,3,Small,3,2.0,7,152,Yes,Midscale,8,4.35,40,No,No,No,Yes,No,No,No,High,Low
Clacton-on-Sea,13407,167.58,75,106,2.0,1,Small,3,2.0,10,235,No,Upscale,10,4.61,23,No,No,No,No,No,No,No,High,High
Clacton-on-Sea,13436,88.4,59,256,3.0,2,Individual,3,1.0,5,114,Yes,Midscale,110,4.83,30,No,No,No,No,No,Yes,No,High,Low
Clacton-on-Sea,14813,64.97,80,286,6.0,1,Small,3,1.5,8,77,Yes,Midscale,80,4.73,11,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,15972,140.11,45,252,14.0,2,Moderate,3,3.0,6,172,No,Upscale,1,5.0,1,No,No,No,Yes,No,Yes,No,High,Low
Clacton-on-Sea,16257,130.06,40,310,4.0,1,Small,3,2.5,6,143,Yes,Upscale,36,4.78,36,No,No,No,Yes,No,Yes,No,High,Low
Clacton-on-Sea,18516,86.93,74,289,5.0,2,Individual,3,1.0,5,91,Yes,Midscale,77,4.95,127,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,21612,111.98,60,323,7.0,2,Moderate,3,1.0,6,114,Yes,Midscale,43,4.81,27,No,No,No,Yes,No,Yes,No,High,Low
Clacton-on-Sea,22688,90.39,71,353,11.0,3,Moderate,3,1.0,6,111,Yes,Midscale,10,4.79,48,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,23170,155.51,58,259,9.0,3,Individual,3,1.5,6,195,Yes,Upscale,107,5.0,18,No,No,No,Yes,No,Yes,No,High,Low
Clacton-on-Sea,23701,132.41,65,277,7.0,2,Individual,3,1.0,8,166,Yes,Upscale,89,4.81,134,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,24616,106.56,64,359,10.0,3,Small,3,2.0,6,119,Yes,Midscale,7,4.93,87,No,No,No,Yes,No,No,No,High,High
Clacton-on-Sea,27413,109.22,95,264,3.0,2,Individual,3,1.0,6,111,Yes,Midscale,102,4.95,217,No,No,No,Yes,No,No,No,High,High
Clacton-on-Sea,31589,272.97,24,334,2.0,2,Small,3,3.0,6,331,Yes,Upscale,32,4.5,0,No,No,No,Yes,No,Yes,No,High,Low
Clacton-on-Sea,34193,203.53,88,191,10.0,3,Large,3,1.0,6,226,Yes,Upscale,175,5.0,4,No,No,No,Yes,No,Yes,No,High,High
Clacton-on-Sea,40021,197.15,73,277,4.0,2,Small,3,2.5,6,204,Yes,Upscale,89,5.0,55,No,Yes,No,Yes,No,No,No,High,High
Clacton-on-Sea,45278,217.68,95,220,7.0,3,Large,3,2.0,6,248,Yes,Upscale,146,4.76,0,No,Yes,No,Yes,No,No,No,High,High
Clacton-on-Sea,48610,272.97,24,314,2.0,2,Small,3,4.0,6,331,Yes,Upscale,52,4.86,0,No,No,No,Yes,No,No,No,High,Low
Grays,267,108.68,1,164,1.0,1,Small,3,1.0,6,131,No,Midscale,72,4.33,6,No,No,No,Yes,No,No,No,Low,Low
Grays,397,132.32,2,179,3.0,1,Large,3,2.0,9,140,Yes,Upscale,187,5.0,2,No,No,No,Yes,No,No,No,Low,Low
Grays,675,96.46,18,38,3.0,2,Small,3,2.5,6,122,No,Midscale,31,5.0,3,No,No,No,Yes,No,No,No,Low,Low
Grays,718,179.38,2,206,4.0,3,Small,3,3.0,4,208,Yes,Upscale,1,5.0,0,No,Yes,No,Yes,No,No,No,Low,Low
Grays,864,47.21,17,201,23.0,3,Small,3,1.0,6,58,Yes,Economy,165,5.0,1,No,No,No,Yes,No,Yes,No,Low,Low
Grays,1706,142.18,6,192,4.0,1,Individual,3,3.0,4,175,Yes,Upscale,174,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Grays,2028,106.72,21,89,19.0,4,Small,3,2.5,6,164,No,Midscale,55,4.86,2,No,No,No,Yes,No,No,No,Low,Low
Grays,2204,104.96,21,98,3.0,2,Individual,3,1.5,5,134,Yes,Midscale,17,4.0,1,No,No,No,Yes,No,No,No,Low,Low
Grays,2443,122.14,25,79,9.0,4,Individual,3,2.5,4,156,No,Upscale,40,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Grays,3310,106.76,47,66,4.0,2,Small,3,1.0,6,123,No,Midscale,0,4.4,20,No,No,No,Yes,No,No,No,Low,Low
Grays,3361,101.84,24,139,7.0,3,Individual,3,1.5,7,143,No,Midscale,27,4.86,1,No,No,No,Yes,No,No,No,Low,Low
Grays,3616,120.52,33,92,5.0,3,Moderate,3,1.5,5,165,No,Upscale,11,4.86,1,No,No,No,Yes,No,No,No,Low,Low
Grays,3805,111.91,13,264,9.0,3,Small,3,1.5,5,140,No,Midscale,32,4.5,6,No,No,No,Yes,No,No,No,Low,Low
Grays,5398,93.06,47,123,5.0,3,Small,3,1.0,7,130,No,Midscale,75,4.0,8,No,No,No,Yes,No,No,No,Low,Low
Grays,6356,96.3,73,91,19.0,4,Small,3,1.5,4,114,Yes,Midscale,39,5.0,2,No,No,No,No,No,No,No,Low,High
Grays,6446,126.4,61,84,7.0,3,Individual,3,1.0,5,160,No,Upscale,2,4.67,18,No,No,No,Yes,No,No,No,Low,Low
Grays,6587,107.99,35,173,17.0,2,Large,3,1.5,8,133,Yes,Midscale,59,4.86,0,No,No,No,No,No,Yes,No,Low,Low
Grays,6764,77.75,67,129,15.0,2,Moderate,3,1.0,6,92,Yes,Midscale,3,4.5,2,No,No,No,Yes,No,No,No,Low,High
Grays,7121,122.78,24,246,5.0,2,Small,3,1.0,6,152,Yes,Upscale,44,5.0,4,No,No,No,Yes,No,No,No,Low,Low
Grays,7573,111.36,36,189,4.0,1,Small,3,1.0,5,136,Yes,Midscale,42,5.0,3,No,No,No,Yes,No,No,No,Low,Low
Grays,8053,108.82,34,219,16.0,2,Small,3,2.0,6,143,No,Midscale,16,3.71,7,No,No,No,Yes,No,No,No,Low,Low
Grays,8141,116.3,19,364,13.0,2,Moderate,3,2.5,6,134,Yes,Midscale,2,4.28,29,No,No,No,Yes,No,Yes,No,Low,Low
Grays,9308,81.65,70,163,5.0,1,Individual,3,1.0,6,82,Yes,Midscale,23,4.21,14,No,No,No,Yes,No,No,No,Low,High
Grays,9405,151.69,56,110,5.0,1,Small,3,3.0,7,152,Yes,Upscale,9,4.86,7,No,No,No,Yes,No,No,No,Low,Low
Grays,9762,114.84,77,111,23.0,2,Moderate,3,1.0,6,120,Yes,Midscale,8,5.0,2,No,No,No,Yes,No,No,No,Low,High
Grays,9920,112.72,51,171,8.0,2,Small,3,1.5,6,143,Yes,Midscale,88,4.83,6,No,No,No,Yes,No,No,No,Low,Low
Grays,10251,117.83,33,266,14.0,5,Small,3,3.0,5,146,No,Midscale,3,4.9,10,No,No,No,Yes,No,No,No,Low,Low
Grays,11210,135.05,23,354,8.0,2,Small,3,2.5,6,186,Yes,Upscale,12,3.67,3,No,No,No,Yes,No,No,No,Low,Low
Grays,11221,102.94,39,282,25.0,3,Moderate,3,1.5,6,138,Yes,Midscale,84,5.0,2,No,No,No,Yes,No,No,No,Low,Low
Grays,11250,119.68,39,240,9.0,4,Moderate,3,2.0,5,160,No,Upscale,112,5.0,8,No,No,No,Yes,No,No,No,Low,Low
Grays,11917,107.36,79,141,3.0,1,Individual,3,1.0,6,127,No,Midscale,10,4.13,45,No,No,No,Yes,No,No,No,Low,High
Grays,12222,111.11,48,229,40.0,3,Moderate,3,1.0,6,126,Yes,Midscale,137,5.0,3,No,No,No,Yes,No,No,No,Low,Low
Grays,14164,82.35,86,200,24.0,3,Small,3,1.5,6,123,Yes,Midscale,166,4.73,15,No,No,No,Yes,No,Yes,No,High,High
Grays,14584,95.32,61,250,13.0,1,Individual,3,1.5,5,134,Yes,Midscale,116,4.14,7,No,No,No,Yes,No,No,No,High,Low
Grays,17376,99.86,58,298,20.0,2,Moderate,3,2.5,6,170,Yes,Midscale,68,5.0,6,No,No,No,Yes,No,No,No,High,Low
Grays,18463,130.02,70,203,18.0,3,Small,3,3.0,4,169,Yes,Upscale,5,4.75,4,No,No,No,Yes,No,No,No,High,High
Grays,18500,94.39,71,275,19.0,3,Small,3,2.0,7,136,No,Midscale,55,4.5,4,No,No,No,Yes,No,No,No,High,High
Grays,19020,98.55,60,324,29.0,3,Small,3,1.5,5,125,Yes,Midscale,42,4.71,17,No,No,No,Yes,No,No,No,High,Low
Grays,20008,103.67,63,307,14.0,2,Moderate,3,1.0,9,135,Yes,Midscale,30,4.0,1,No,No,No,Yes,No,No,No,High,High
Grays,21020,82.43,85,300,18.0,3,Individual,3,1.5,8,116,No,Midscale,35,4.36,14,No,No,No,Yes,No,No,No,High,High
Grays,22856,94.06,71,341,26.0,2,Moderate,3,1.0,6,120,Yes,Midscale,24,5.0,3,No,No,No,Yes,No,No,No,High,High
Grays,23430,110.0,73,293,18.0,4,Small,3,1.0,5,147,Yes,Midscale,73,5.0,15,No,No,No,Yes,No,No,No,High,High
Grays,25797,112.65,65,351,6.0,2,Small,3,2.5,5,149,Yes,Midscale,15,5.0,20,No,No,No,Yes,No,No,No,High,High
Grays,26046,121.14,90,238,14.0,2,Small,3,2.0,6,156,Yes,Upscale,54,5.0,3,No,No,No,Yes,No,No,No,High,High
Grays,28401,104.42,78,350,8.0,2,Moderate,3,3.0,6,141,Yes,Midscale,16,4.82,11,No,No,No,Yes,No,No,No,High,High
Grays,52944,272.97,70,366,2.0,1,Individual,3,1.5,7,331,Yes,Upscale,0,4.86,0,No,No,No,Yes,No,No,Yes,High,High
Walton-on-Naze,1292,117.46,12,91,4.0,2,Small,3,1.0,8,144,Yes,Midscale,1,4.86,0,No,No,No,Yes,Yes,No,No,Low,Low
Walton-on-Naze,3416,110.21,65,48,24.0,2,Large,3,1.0,6,129,Yes,Midscale,77,4.86,0,No,No,No,Yes,No,No,No,Low,High
Walton-on-Naze,3713,123.75,28,108,3.0,2,Individual,3,2.0,6,141,Yes,Midscale,85,4.93,14,No,No,No,Yes,No,Yes,No,Low,Low
Walton-on-Naze,6152,136.71,18,252,5.0,5,Moderate,3,2.5,8,204,Yes,Upscale,114,4.3,10,No,No,No,Yes,No,No,No,Low,Low
Walton-on-Naze,7605,93.89,36,227,5.0,3,Individual,3,1.0,6,119,Yes,Midscale,139,4.88,24,No,No,No,Yes,No,No,No,Low,Low
Walton-on-Naze,10189,103.97,50,196,8.0,3,Individual,3,2.0,6,144,Yes,Midscale,170,4.67,3,No,No,No,Yes,No,Yes,No,Low,Low
Walton-on-Naze,11749,91.08,53,244,10.0,4,Moderate,3,1.5,5,122,Yes,Midscale,122,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Walton-on-Naze,11853,141.11,23,360,4.0,2,Individual,3,1.0,7,149,Yes,Upscale,6,4.67,48,No,No,No,Yes,No,Yes,No,Low,Low
Walton-on-Naze,16309,156.81,46,227,8.0,4,Moderate,3,2.0,6,229,Yes,Upscale,139,5.0,1,No,No,No,Yes,No,No,No,High,Low
Walton-on-Naze,17858,119.05,43,351,4.0,2,Small,3,2.0,7,123,Yes,Midscale,15,5.0,20,No,No,No,Yes,No,No,No,High,Low
Walton-on-Naze,18124,73.08,71,347,23.0,3,Moderate,3,2.5,7,122,Yes,Midscale,19,5.0,6,No,No,No,Yes,No,No,No,High,High
Walton-on-Naze,18268,111.39,85,193,12.0,4,Small,3,1.5,6,152,Yes,Midscale,173,5.0,6,No,No,No,Yes,No,No,No,High,High
Walton-on-Naze,19405,174.82,83,134,20.0,1,Moderate,3,3.0,6,232,No,Upscale,109,4.0,1,No,No,No,Yes,No,Yes,No,High,High
Walton-on-Naze,19522,130.15,54,279,6.0,3,Small,3,1.5,7,136,Yes,Upscale,87,4.95,19,No,No,No,Yes,No,Yes,No,High,Low
Walton-on-Naze,20716,93.31,61,364,26.0,4,Moderate,3,2.0,8,186,Yes,Midscale,2,4.83,12,No,No,No,Yes,No,No,No,High,Low
Walton-on-Naze,21311,95.14,62,360,20.0,3,Small,3,1.0,8,127,Yes,Midscale,6,4.71,17,No,No,No,Yes,No,Yes,No,High,Low
Walton-on-Naze,22037,110.19,58,347,29.0,2,Small,3,1.0,6,122,Yes,Midscale,19,5.0,19,No,No,No,Yes,No,No,No,High,Low
Walton-on-Naze,22977,110.47,75,278,4.0,2,Small,3,1.5,6,98,Yes,Midscale,88,4.96,181,No,No,No,Yes,No,Yes,No,High,High
Walton-on-Naze,23176,110.36,68,309,7.0,3,Moderate,3,2.0,6,176,Yes,Midscale,57,5.0,3,No,No,No,Yes,No,No,No,High,High
Walton-on-Naze,26093,128.53,71,286,7.0,2,Moderate,3,1.5,9,166,Yes,Upscale,80,4.82,17,No,No,No,Yes,No,No,No,High,High
Walton-on-Naze,27756,143.07,70,276,7.0,3,Individual,3,1.5,5,140,Yes,Upscale,90,4.97,99,No,No,No,Yes,No,Yes,No,High,High
Walton-on-Naze,42079,184.56,65,352,11.0,3,Individual,3,2.5,6,225,Yes,Upscale,14,4.95,21,No,No,No,Yes,No,No,No,High,High
Walton-on-Naze,42543,162.38,83,317,17.0,4,Moderate,3,2.0,6,219,Yes,Upscale,49,5.0,5,No,No,No,Yes,No,Yes,No,High,High
