town,year_revenue,avg_daily_rate,occupancy,active_days,length_of_stay,min_stay,management,bedrooms,bathrooms,max_guests,listed_price,is_active,economic_category,blocked_days,rating,num_reviews,beachfront,hot_tub,ev_charger,kitchen,pool,pets_allowed,smoking_allowed,revenue_group,occupancy_group
Chelmsford,1954,97.68,12,166,3.0,3,Small,2,2.0,4,118,No,Midscale,0,4.45,11,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,3309,76.96,96,45,12.0,2,Individual,2,1.5,4,93,Yes,Economy,108,5.0,6,No,No,No,Yes,No,No,No,Low,High
Chelmsford,3592,156.18,22,107,5.0,1,Large,2,2.0,6,212,No,Upscale,65,4.42,4,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,3680,99.46,55,67,11.0,2,Small,2,2.0,4,166,Yes,Midscale,106,5.0,2,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,3745,78.02,43,112,7.0,1,Individual,2,1.0,3,97,No,Economy,93,4.83,12,No,No,No,No,No,No,No,Low,Low
Chelmsford,3882,84.39,82,56,5.0,3,Moderate,2,2.0,4,94,No,Midscale,3,4.32,19,No,No,No,Yes,No,Yes,No,Low,High
Chelmsford,4211,100.27,44,95,36.0,3,Individual,2,1.0,4,145,Yes,Midscale,114,4.86,0,No,No,No,Yes,No,Yes,Yes,Low,Low
Chelmsford,4829,98.55,42,116,25.0,3,Small,2,2.0,4,130,Yes,Midscale,177,4.83,0,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,5003,63.33,37,213,10.0,3,Large,2,1.0,3,85,Yes,Economy,118,3.0,2,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,5034,76.28,43,155,3.0,1,Small,2,1.0,3,78,Yes,Economy,23,4.5,16,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,6567,87.56,41,183,13.0,1,Small,2,2.0,4,140,Yes,Midscale,26,4.25,4,No,No,No,Yes,No,Yes,No,Low,Low
Chelmsford,7006,137.37,40,127,2.0,1,Small,2,2.0,4,140,Yes,Upscale,50,4.33,12,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,7113,79.03,41,218,5.0,3,Large,2,2.0,4,115,Yes,Economy,85,4.5,12,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,7315,79.51,34,269,9.0,5,Large,2,2.0,5,98,Yes,Economy,68,3.0,4,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,7969,122.6,31,213,9.0,1,Individual,2,1.0,4,143,Yes,Upscale,153,4.96,24,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,8067,116.91,58,118,2.0,1,Small,2,1.0,4,151,Yes,Midscale,59,4.67,3,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,8159,72.2,53,214,10.0,3,Large,2,1.0,3,88,Yes,Economy,120,3.33,6,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,8193,79.55,43,241,15.0,4,Large,2,1.0,3,107,Yes,Economy,70,3.75,4,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,8222,195.76,27,154,2.0,1,Small,2,2.0,6,222,Yes,Upscale,136,4.78,9,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,8428,70.82,88,136,13.0,2,Individual,2,1.0,4,83,Yes,Economy,17,4.83,6,No,No,No,Yes,No,No,No,Low,High
Chelmsford,8853,70.82,48,263,5.0,3,Large,2,1.0,4,98,Yes,Economy,70,4.57,7,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,9097,64.06,54,264,8.0,4,Large,2,2.0,2,80,Yes,Economy,72,3.4,5,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,9179,74.03,46,267,5.0,4,Large,2,1.0,4,99,Yes,Economy,47,4.69,29,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,9194,113.51,46,177,2.0,4,Small,2,1.0,4,154,No,Midscale,0,4.69,5,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,10366,52.89,58,336,8.0,4,Large,2,2.5,5,69,Yes,Economy,30,4.46,13,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,11333,91.39,84,147,5.0,2,Small,2,1.0,4,104,No,Midscale,23,4.97,29,No,No,No,Yes,No,No,No,Low,High
Chelmsford,11760,152.73,38,205,6.0,1,Small,2,2.0,6,197,Yes,Upscale,157,4.75,4,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,11785,132.41,37,240,6.0,3,Small,2,2.0,4,173,Yes,Upscale,126,5.0,2,No,No,No,Yes,No,No,No,Low,Low
Chelmsford,11906,81.55,88,165,7.0,2,Small,2,1.0,4,91,No,Midscale,5,4.97,65,No,No,No,Yes,No,No,No,Low,High
Chelmsford,12395,82.64,90,166,12.0,2,Small,2,1.0,4,91,No,Midscale,4,4.96,72,No,No,No,Yes,No,No,No,Low,High
Chelmsford,12775,91.25,93,150,9.0,3,Small,2,1.0,4,101,Yes,Midscale,57,5.0,11,No,No,No,Yes,No,No,No,High,High
Chelmsford,12871,61.58,100,210,32.0,2,Individual,2,2.0,4,142,Yes,Economy,156,4.9,10,No,No,No,Yes,No,No,No,High,High
Chelmsford,13198,125.69,33,315,4.0,3,Small,2,2.0,4,167,Yes,Upscale,51,5.0,3,No,No,No,Yes,No,No,No,High,Low
Chelmsford,13244,81.25,78,209,6.0,3,Moderate,2,2.0,4,106,Yes,Midscale,155,4.5,4,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,14006,80.96,74,233,9.0,3,Small,2,1.0,4,90,No,Midscale,10,4.71,21,No,No,No,Yes,No,No,No,High,High
Chelmsford,14222,103.05,58,239,11.0,3,Small,2,2.0,4,132,Yes,Midscale,86,5.0,1,No,No,No,Yes,No,No,No,High,Low
Chelmsford,14259,78.78,77,234,11.0,4,Small,2,1.0,4,86,Yes,Economy,91,5.0,17,No,No,No,Yes,No,No,No,High,High
Chelmsford,14898,118.24,77,163,7.0,1,Individual,2,1.0,4,137,Yes,Midscale,81,4.85,13,No,No,No,Yes,No,No,No,High,High
Chelmsford,15547,121.46,46,280,4.0,2,Large,2,1.0,4,143,Yes,Upscale,72,4.68,19,No,No,No,Yes,No,No,No,High,Low
Chelmsford,15589,85.19,94,194,16.0,2,Individual,2,2.0,4,121,No,Midscale,5,4.85,20,No,No,No,Yes,No,No,No,High,High
Chelmsford,16202,120.02,79,170,29.0,1,Large,2,2.0,4,162,Yes,Midscale,8,5.0,1,No,No,No,Yes,No,No,No,High,High
Chelmsford,16328,85.04,74,258,17.0,2,Individual,2,1.0,3,91,Yes,Midscale,32,4.68,19,No,No,No,Yes,No,No,No,High,High
Chelmsford,17212,82.75,75,279,4.0,1,Individual,2,1.0,4,86,Yes,Midscale,87,4.93,91,No,No,No,Yes,No,No,No,High,High
Chelmsford,17224,80.48,64,337,10.0,4,Large,2,2.0,4,114,Yes,Midscale,29,4.89,9,No,No,No,Yes,No,No,No,High,High
Chelmsford,17347,108.42,63,254,14.0,3,Individual,2,1.0,5,133,Yes,Midscale,108,4.83,12,No,No,No,Yes,No,No,No,High,High
Chelmsford,17816,82.86,86,249,18.0,5,Individual,2,1.5,3,109,Yes,Midscale,117,4.87,39,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,19614,82.76,76,313,12.0,2,Moderate,2,2.0,4,92,Yes,Midscale,53,4.66,68,No,No,No,Yes,No,No,No,High,High
Chelmsford,20762,91.87,65,346,24.0,2,Large,2,2.0,5,142,Yes,Midscale,20,2.5,2,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,21334,119.86,75,237,3.0,1,Small,2,2.0,4,139,No,Midscale,21,4.37,65,No,No,No,Yes,No,No,No,High,High
Chelmsford,21729,109.74,70,281,20.0,3,Small,2,1.0,4,155,Yes,Midscale,85,5.0,1,No,No,No,Yes,No,No,No,High,High
Chelmsford,22258,95.94,68,339,8.0,1,Individual,2,1.0,3,120,Yes,Midscale,27,4.74,35,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,22307,123.93,78,231,14.0,1,Small,2,1.0,3,133,Yes,Upscale,46,4.75,12,No,No,No,Yes,No,No,No,High,High
Chelmsford,23042,87.28,75,351,8.0,3,Individual,2,1.0,4,106,Yes,Midscale,15,4.67,15,No,No,No,Yes,No,No,No,High,High
Chelmsford,23752,105.1,63,357,16.0,3,Moderate,2,2.0,7,141,Yes,Midscale,9,4.71,7,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,24654,122.05,86,235,12.0,4,Small,2,2.0,4,162,Yes,Upscale,131,4.86,7,No,No,No,Yes,No,No,No,High,High
Chelmsford,25238,132.83,60,319,4.0,2,Individual,2,2.0,6,149,Yes,Upscale,47,4.95,83,No,No,No,Yes,No,No,No,High,Low
Chelmsford,25370,94.31,77,351,17.0,4,Individual,2,1.0,3,94,Yes,Midscale,15,4.9,147,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,25439,112.56,69,327,9.0,3,Small,2,2.0,5,131,Yes,Midscale,35,4.86,7,No,No,No,Yes,No,No,No,High,High
Chelmsford,25556,87.52,84,347,12.0,2,Large,2,1.0,5,131,Yes,Midscale,19,4.4,5,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,25566,97.21,77,341,15.0,7,Small,2,1.0,6,125,Yes,Midscale,25,4.62,37,No,No,No,Yes,No,No,No,High,High
Chelmsford,27136,109.42,80,310,12.0,2,Individual,2,1.0,4,128,Yes,Midscale,56,4.95,87,No,No,No,Yes,No,No,No,High,High
Chelmsford,27163,129.97,59,354,18.0,3,Moderate,2,1.0,5,161,Yes,Upscale,12,5.0,2,No,No,No,Yes,No,Yes,No,High,Low
Chelmsford,27361,133.47,60,342,3.0,1,Small,2,2.0,4,150,Yes,Upscale,24,4.78,46,No,No,No,Yes,No,No,No,High,Low
Chelmsford,27612,100.77,83,329,12.0,7,Large,2,1.0,4,144,Yes,Midscale,37,4.5,4,No,No,No,Yes,No,No,No,High,High
Chelmsford,28891,142.32,76,267,4.0,1,Small,2,2.0,4,167,Yes,Upscale,58,5.0,10,No,No,No,Yes,No,No,No,High,High
Chelmsford,29064,132.71,63,347,35.0,3,Moderate,2,1.0,5,138,Yes,Upscale,19,4.67,6,No,No,No,Yes,No,No,No,High,High
Chelmsford,30756,108.3,99,287,5.0,1,Large,2,2.0,4,105,Yes,Midscale,79,5.0,3,No,Yes,No,Yes,No,No,No,High,High
Chelmsford,33406,107.41,92,337,18.0,2,Individual,2,1.0,4,155,Yes,Midscale,29,4.94,17,No,No,No,Yes,No,Yes,No,High,High
Chelmsford,34280,113.89,86,349,22.0,7,Large,2,2.0,4,156,Yes,Midscale,17,4.78,9,No,No,No,Yes,No,No,No,High,High
Chelmsford,38975,137.24,83,341,3.0,1,Small,2,2.0,4,165,Yes,Upscale,25,4.96,24,No,No,No,No,No,Yes,No,High,High
Chelmsford,39097,148.09,84,314,4.0,2,Small,2,2.0,4,181,Yes,Upscale,52,4.97,29,No,Yes,No,Yes,No,No,No,High,High
Brentwood,267,85.42,3,35,1.0,1,Small,2,2.0,2,98,No,Midscale,7,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Brentwood,383,191.32,1,181,2.0,1,Large,2,1.0,9,290,No,Upscale,153,4.86,0,No,No,No,Yes,No,Yes,No,Low,Low
Brentwood,579,144.68,3,117,4.0,1,Large,2,2.0,6,217,No,Upscale,104,4.0,1,No,No,No,Yes,No,No,No,Low,Low
Brentwood,1561,104.08,21,71,26.0,2,Individual,2,1.0,4,127,Yes,Midscale,17,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Brentwood,2999,69.74,100,43,28.0,2,Small,2,2.0,4,85,No,Midscale,0,4.0,6,No,No,No,Yes,No,Yes,No,Low,High
Brentwood,3067,127.81,100,24,11.0,2,Moderate,2,1.0,4,160,No,Upscale,203,4.33,0,No,No,No,Yes,No,No,No,Low,High
Brentwood,3263,79.59,98,42,9.0,2,Individual,2,1.0,4,96,Yes,Midscale,163,5.0,3,No,No,No,Yes,No,No,No,Low,High
Brentwood,3815,95.37,51,78,11.0,7,Large,2,1.0,3,131,Yes,Midscale,200,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Brentwood,4012,102.87,70,56,23.0,2,Small,2,1.0,4,119,Yes,Midscale,201,5.0,1,No,No,No,No,No,No,No,Low,High
Brentwood,4407,107.48,54,76,5.0,2,Individual,2,1.5,4,143,No,Upscale,21,5.0,2,No,No,No,Yes,No,Yes,No,Low,Low
Brentwood,4577,84.76,64,85,14.0,5,Large,2,1.0,3,118,No,Midscale,4,5.0,1,No,No,No,Yes,No,No,No,Low,High
Brentwood,4949,103.1,79,61,32.0,3,Small,2,1.0,4,113,No,Midscale,2,4.58,24,No,No,No,Yes,No,No,No,Low,High
Brentwood,5122,78.81,76,86,5.0,1,Individual,2,1.0,5,94,No,Midscale,161,4.64,14,No,No,No,Yes,No,No,No,Low,High
Brentwood,5278,128.74,25,165,6.0,1,Large,2,1.0,4,158,No,Upscale,134,4.71,7,No,No,No,Yes,No,No,No,Low,Low
Brentwood,6056,112.14,82,66,14.0,1,Small,2,1.0,4,137,No,Upscale,0,5.0,4,No,No,No,Yes,No,No,No,Low,High
Brentwood,6279,96.6,79,82,3.0,2,Moderate,2,1.0,4,121,No,Midscale,8,4.86,1,No,No,No,Yes,No,No,No,Low,High
Brentwood,6460,86.13,90,83,12.0,7,Individual,2,1.0,3,113,No,Midscale,155,4.86,0,No,No,No,Yes,No,Yes,No,Low,High
Brentwood,6745,93.68,51,141,3.0,1,Moderate,2,1.0,4,122,No,Midscale,8,4.67,3,No,No,No,Yes,No,No,No,Low,Low
Brentwood,6875,91.66,52,144,4.0,1,Moderate,2,1.0,4,122,No,Midscale,2,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Brentwood,7343,96.61,53,143,5.0,1,Moderate,2,1.0,4,122,No,Midscale,5,3.33,3,No,No,No,Yes,No,No,No,Low,Low
Brentwood,7493,59.47,83,152,18.0,3,Individual,2,1.0,4,72,Yes,Economy,195,4.71,86,No,No,No,Yes,No,No,No,Low,High
Brentwood,7884,101.08,50,155,4.0,1,Moderate,2,1.0,4,130,Yes,Midscale,36,4.8,5,No,No,No,Yes,No,No,No,Low,Low
Brentwood,9209,112.3,69,118,47.0,1,Moderate,2,1.0,4,140,No,Upscale,65,5.0,1,No,No,No,Yes,No,No,No,Low,High
Brentwood,10439,133.84,32,245,4.0,1,Small,2,1.0,5,147,No,Upscale,23,4.5,22,No,No,No,Yes,No,No,No,Low,Low
Brentwood,10585,110.27,27,357,8.0,3,Moderate,2,2.0,4,135,Yes,Upscale,9,3.6,5,No,No,No,Yes,No,No,No,Low,Low
Brentwood,12480,103.14,42,289,7.0,3,Moderate,2,2.5,5,163,Yes,Midscale,77,5.0,13,No,No,No,Yes,No,No,No,Low,Low
Brentwood,12678,61.84,78,262,17.0,2,Individual,2,2.0,4,101,Yes,Economy,57,4.85,13,No,No,No,Yes,No,No,No,High,High
Brentwood,14089,112.71,76,165,19.0,3,Small,2,1.0,4,157,No,Upscale,29,4.83,6,No,No,No,Yes,No,Yes,No,High,High
Brentwood,16005,272.97,79,42,12.0,3,Small,2,1.5,6,331,Yes,Upscale,97,4.9,10,No,No,No,Yes,No,No,No,High,High
Brentwood,16371,96.87,71,237,8.0,2,Moderate,2,1.0,5,116,Yes,Midscale,38,4.9,10,No,No,No,Yes,No,No,No,High,High
Brentwood,16821,121.89,95,146,34.0,3,Small,2,2.0,2,175,No,Upscale,162,5.0,4,No,No,No,No,No,No,No,High,High
Brentwood,17095,90.45,82,230,7.0,3,Individual,2,2.0,4,98,Yes,Midscale,95,4.88,26,No,No,No,Yes,No,Yes,No,High,High
Brentwood,17490,90.62,71,273,17.0,1,Moderate,2,1.5,4,122,Yes,Midscale,11,4.88,16,No,No,No,Yes,No,Yes,No,High,High
Brentwood,17795,84.33,74,286,14.0,4,Moderate,2,2.0,6,119,Yes,Midscale,80,4.67,9,No,No,No,Yes,No,No,No,High,High
Brentwood,18538,110.34,79,213,7.0,1,Individual,2,2.0,4,143,No,Upscale,91,5.0,7,No,No,No,Yes,No,No,No,High,High
Brentwood,18580,107.4,81,214,3.0,2,Small,2,1.0,3,116,Yes,Upscale,76,5.0,53,No,No,No,Yes,No,Yes,No,High,High
Brentwood,20750,92.22,65,347,10.0,2,Moderate,2,1.0,6,117,Yes,Midscale,19,5.0,15,No,No,No,Yes,No,Yes,No,High,High
Brentwood,21127,120.73,97,180,9.0,2,Individual,2,1.5,4,140,Yes,Upscale,110,5.0,15,No,No,No,Yes,No,No,No,High,High
Brentwood,21332,101.1,81,259,2.0,2,Individual,2,1.5,3,133,No,Midscale,54,4.86,0,No,No,No,Yes,No,No,No,High,High
Brentwood,21584,99.46,61,353,10.0,2,Moderate,2,1.0,4,119,Yes,Midscale,13,4.75,24,No,No,No,Yes,No,Yes,No,High,Low
Brentwood,22851,127.66,53,337,8.0,1,Small,2,2.0,6,154,Yes,Upscale,29,4.61,18,No,No,No,Yes,No,No,No,High,Low
Brentwood,24419,98.07,80,310,15.0,2,Moderate,2,2.0,6,119,Yes,Midscale,14,5.0,13,No,No,No,Yes,No,No,No,High,High
Brentwood,26414,112.88,79,295,12.0,2,Large,2,1.0,4,143,Yes,Upscale,71,4.67,46,No,No,No,Yes,No,Yes,No,High,High
Brentwood,27524,108.36,71,359,19.0,1,Small,2,1.0,6,155,Yes,Upscale,7,4.64,42,No,No,No,Yes,No,No,No,High,High
Brentwood,27559,110.23,72,349,7.0,2,Small,2,1.0,4,134,Yes,Upscale,17,4.27,30,No,No,No,Yes,No,No,No,High,High
Brentwood,32768,122.27,88,304,18.0,2,Small,2,1.0,4,182,Yes,Upscale,62,4.5,2,No,No,No,Yes,No,Yes,No,High,High
Colchester,267,66.24,1,177,1.0,4,Moderate,2,1.0,4,108,Yes,Economy,185,4.86,0,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,267,80.6,1,141,2.0,1,Large,2,1.0,4,94,Yes,Midscale,225,5.0,4,No,No,No,Yes,Yes,Yes,No,Low,Low
Colchester,267,65.21,2,159,1.0,1,Small,2,1.0,3,86,Yes,Economy,167,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,269,134.64,1,264,2.0,1,Small,2,2.0,5,155,Yes,Upscale,4,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,327,65.37,3,178,5.0,5,Small,2,1.5,4,140,Yes,Economy,6,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,405,134.88,6,48,1.0,1,Large,2,2.0,7,173,No,Upscale,32,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,565,113.1,4,113,5.0,1,Moderate,2,1.0,4,137,No,Upscale,0,4.8,20,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,606,100.98,3,182,3.0,4,Moderate,2,1.5,4,104,Yes,Midscale,180,4.86,0,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,989,76.11,19,68,5.0,2,Large,2,2.0,4,118,No,Midscale,1,4.5,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,1058,70.54,31,48,17.0,2,Unknown,2,1.0,2,89,Yes,Midscale,12,5.0,2,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,1130,62.76,9,193,18.0,4,Moderate,2,1.5,4,98,Yes,Economy,169,4.86,0,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,1185,118.49,4,266,8.0,1,Small,2,2.0,4,154,Yes,Upscale,9,5.0,4,No,No,No,Yes,No,No,No,Low,Low
Colchester,1641,82.06,69,29,4.0,2,Moderate,2,1.0,4,88,No,Midscale,74,3.6,5,No,No,No,Yes,No,Yes,No,Low,High
Colchester,1690,168.96,7,143,6.0,1,Moderate,2,2.0,4,215,Yes,Upscale,182,5.0,2,No,No,No,Yes,No,No,No,Low,Low
Colchester,1694,112.92,83,18,2.0,2,Individual,2,2.5,4,146,No,Upscale,22,5.0,3,No,No,No,Yes,No,Yes,No,Low,High
Colchester,1964,63.36,16,197,29.0,1,Small,2,2.0,4,95,Yes,Economy,169,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,2033,96.81,91,23,12.0,2,Individual,2,1.0,4,118,No,Midscale,109,5.0,8,No,No,No,Yes,No,No,No,Low,High
Colchester,2073,71.5,45,65,7.0,2,Large,2,1.0,6,113,No,Midscale,4,5.0,3,No,No,No,Yes,No,No,No,Low,Low
Colchester,2263,75.44,86,35,28.0,1,Small,2,1.0,4,114,No,Midscale,34,4.86,2,No,No,No,Yes,No,No,No,Low,High
Colchester,2485,51.77,30,160,8.0,3,Individual,2,1.0,4,84,Yes,Economy,126,4.75,4,No,No,No,Yes,Yes,Yes,No,Low,Low
Colchester,2654,85.62,30,102,6.0,5,Small,2,1.0,5,109,Yes,Midscale,83,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,2969,109.95,21,128,6.0,2,Individual,2,2.0,3,142,Yes,Midscale,197,4.6,5,No,No,No,Yes,No,No,No,Low,Low
Colchester,3047,117.18,13,195,7.0,2,Small,2,1.0,4,149,No,Upscale,103,4.8,5,No,No,No,Yes,No,No,No,Low,Low
Colchester,3397,97.07,26,135,8.0,1,Moderate,2,1.0,4,98,Yes,Midscale,109,5.0,3,No,No,No,Yes,No,No,No,Low,Low
Colchester,3544,75.4,69,68,3.0,2,Small,2,1.5,5,94,Yes,Midscale,115,5.0,3,No,No,No,Yes,No,No,No,Low,High
Colchester,3574,68.74,69,75,4.0,2,Individual,2,1.0,4,84,No,Midscale,17,4.78,9,No,No,No,Yes,No,Yes,No,Low,High
Colchester,3798,59.35,23,282,6.0,2,Individual,2,1.0,6,72,Yes,Economy,84,4.73,15,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,3810,73.27,100,52,32.0,2,Individual,2,1.0,4,91,No,Midscale,2,4.76,29,No,No,No,Yes,No,No,No,Low,High
Colchester,4053,79.48,39,131,6.0,2,Individual,2,2.0,5,80,Yes,Midscale,18,5.0,9,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,4257,76.01,81,69,11.0,2,Moderate,2,1.0,3,93,No,Midscale,108,4.86,0,No,No,No,No,No,No,No,Low,High
Colchester,4312,84.54,29,176,3.0,7,Individual,2,2.0,6,113,Yes,Midscale,7,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,4322,57.62,46,163,5.0,5,Individual,2,1.5,6,72,No,Economy,18,4.98,40,No,No,No,Yes,No,No,No,Low,Low
Colchester,4397,74.53,35,167,23.0,2,Moderate,2,2.0,5,154,Yes,Midscale,199,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,4530,92.46,56,87,26.0,3,Small,2,1.0,5,118,No,Midscale,42,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,4945,88.31,46,122,34.0,4,Moderate,2,2.0,4,118,No,Midscale,0,4.74,19,No,No,No,Yes,No,No,No,Low,Low
Colchester,5258,114.3,28,167,11.0,3,Small,2,1.0,5,149,Yes,Upscale,10,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,5322,120.95,65,68,3.0,2,Individual,2,2.0,6,120,Yes,Upscale,83,5.0,10,No,No,No,Yes,No,No,No,Low,High
Colchester,5433,93.67,19,311,20.0,7,Small,2,1.5,4,143,Yes,Midscale,18,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,5526,86.35,23,274,5.0,6,Small,2,1.0,4,101,Yes,Midscale,17,4.67,9,No,No,No,Yes,No,No,No,Low,Low
Colchester,5588,69.85,52,154,20.0,3,Small,2,2.0,4,89,Yes,Midscale,188,4.86,0,No,No,No,Yes,No,No,No,Low,Low
Colchester,6013,68.33,42,212,13.0,2,Individual,2,1.0,4,77,No,Midscale,10,3.0,2,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,6154,97.69,50,125,10.0,5,Small,2,1.0,6,107,Yes,Midscale,104,4.75,8,No,No,No,Yes,No,No,No,Low,Low
Colchester,6213,62.76,58,170,18.0,5,Individual,2,1.0,4,92,No,Economy,98,5.0,12,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,6546,110.95,29,204,40.0,2,Small,2,2.0,6,140,Yes,Midscale,162,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,6781,77.95,67,129,7.0,3,Moderate,2,2.0,4,118,Yes,Midscale,180,4.72,18,No,No,No,Yes,No,No,No,Low,High
Colchester,6784,101.26,28,238,5.0,2,Individual,2,1.0,4,94,Yes,Midscale,48,4.95,20,No,No,No,Yes,No,No,No,Low,Low
Colchester,7001,140.02,24,208,8.0,1,Individual,2,1.0,4,174,Yes,Upscale,158,5.0,12,No,No,No,Yes,No,No,No,Low,Low
Colchester,7011,56.09,60,208,22.0,2,Small,2,1.0,3,94,Yes,Economy,78,5.0,4,No,No,Yes,Yes,No,No,No,Low,Low
Colchester,7024,50.9,92,150,11.0,1,Individual,2,1.0,4,58,Yes,Economy,216,4.84,182,No,No,No,No,No,No,No,Low,High
Colchester,7244,91.69,80,99,18.0,2,Small,2,1.0,4,100,Yes,Midscale,54,4.86,7,No,No,No,Yes,No,Yes,No,Low,High
Colchester,7523,134.34,22,255,8.0,1,Moderate,2,1.0,4,122,Yes,Upscale,87,5.0,8,No,No,No,Yes,Yes,No,No,Low,Low
Colchester,7555,137.36,37,150,20.0,3,Small,2,1.0,6,142,Yes,Upscale,55,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,7587,73.66,85,121,18.0,2,Small,2,1.0,3,85,No,Midscale,98,4.83,215,No,No,No,Yes,No,Yes,No,Low,High
Colchester,7712,59.78,79,164,23.0,3,Small,2,1.0,5,94,Yes,Economy,136,4.69,85,No,No,No,Yes,No,Yes,No,Low,High
Colchester,8103,80.22,31,326,8.0,2,Individual,2,1.0,4,95,Yes,Midscale,40,4.92,52,No,No,No,Yes,No,No,No,Low,Low
Colchester,8142,54.65,58,255,5.0,2,Small,2,1.5,4,58,Yes,Economy,111,4.74,148,No,No,No,No,No,No,No,Low,Low
Colchester,8312,55.42,99,152,22.0,5,Small,2,1.0,6,86,No,Economy,129,5.0,1,No,No,No,Yes,No,No,No,Low,High
Colchester,8834,82.56,55,196,6.0,2,Individual,2,1.5,4,99,Yes,Midscale,170,5.0,5,No,No,No,Yes,No,No,No,Low,Low
Colchester,8878,61.65,86,167,35.0,2,Individual,2,1.0,4,82,Yes,Economy,199,4.59,44,No,No,No,Yes,No,Yes,No,Low,High
Colchester,8993,89.93,43,230,5.0,2,Individual,2,1.0,4,107,Yes,Midscale,136,4.91,22,No,No,No,Yes,No,No,No,Low,Low
Colchester,9019,107.37,63,133,31.0,2,Small,2,2.0,4,164,Yes,Midscale,89,4.75,8,No,No,No,Yes,No,Yes,No,Low,High
Colchester,9318,75.76,62,198,19.0,2,Individual,2,1.0,6,95,Yes,Midscale,128,5.0,14,No,No,No,Yes,Yes,No,No,Low,Low
Colchester,9463,119.78,63,126,14.0,3,Individual,2,2.0,4,154,Yes,Upscale,102,4.83,6,No,No,No,Yes,No,No,No,Low,High
Colchester,9656,146.31,19,340,5.0,1,Moderate,2,1.0,4,133,Yes,Upscale,4,4.71,49,No,No,No,Yes,No,Yes,No,Low,Low
Colchester,9674,86.37,96,117,9.0,2,Individual,2,2.0,4,113,No,Midscale,6,5.0,17,No,No,No,Yes,Yes,No,No,Low,High
Colchester,9714,101.18,73,131,29.0,3,Moderate,2,1.0,5,167,Yes,Midscale,213,4.0,2,No,No,No,Yes,No,No,No,Low,High
Colchester,9815,111.53,50,175,8.0,4,Individual,2,1.0,4,149,Yes,Midscale,28,5.0,1,No,No,No,Yes,No,No,No,Low,Low
Colchester,9844,55.3,84,211,17.0,3,Small,2,1.5,3,90,No,Economy,84,4.78,9,No,No,No,Yes,No,Yes,Yes,Low,High
