listing_ID,town,est_rental_revenue_median,estimated_ADR,Est_adj_occupancy,active_days,booking_window,length_of_stay,dynamic_pricing,min_stay,management,Bedrooms,bathrooms,max_guests,listed_price,is_active,economic_Category,blocked_days,rating,Num_Reviews,beachfront,hot_tub,EV_charger,kitchen,pool,pets_allowed,smoking_allowed
874392325489337426,Chelmsford,21604,109.67,66,299,23,14,None,2,Individual,3,1,6,154,Yes,Midscale,67,5,12,No,No,No,Yes,No,No,No
34570327,Chelmsford,22004,110.57,77,260,51,6,Moderate,2,Small,3,1.5,6,131,No,Midscale,23,4.53,113,No,No,No,No,No,No,No
1022394260605036369,Chelmsford,22098,138.98,48,333,24,5,Moderate,2,Individual,3,2.5,5,154,Yes,Midscale,33,4.81,26,No,No,No,Yes,No,No,No
49434423,Chelmsford,22912,88.12,84,308,71,20,Low,5,Individual,3,1.5,6,122,Yes,Midscale,58,4.86,64,No,No,No,Yes,No,No,No
628797487204505823,Chelmsford,24175,101.15,67,356,18,10,High,4,Moderate,3,1.5,6,136,Yes,Midscale,10,4.64,11,No,No,No,Yes,No,No,No
993723502122151667,Chelmsford,24678,136.35,51,354,36,4,None,1,Small,3,1,4,172,Yes,Midscale,12,4.67,18,No,No,No,Yes,No,No,No
914374355814566482,Chelmsford,25461,134.72,94,201,96,27,Moderate,14,Small,3,1,5,188,Yes,Midscale,165,5,5,No,No,No,Yes,No,Yes,No
24482246,Chelmsford,27807,121.43,77,299,94,6,High,3,Individual,3,1,6,125,Yes,Midscale,67,4.89,195,No,No,No,Yes,No,No,No
50500732,Chelmsford,28589,108.29,77,345,15,16,Low,7,Small,3,1.5,6,139,Yes,Midscale,21,4.69,16,No,No,No,Yes,No,No,No
720266584320826579,Chelmsford,32649,122.74,74,361,124,9,Low,2,Individual,3,1.5,7,141,Yes,Midscale,5,4.96,107,No,No,No,Yes,No,No,No
928175139941216038,Chelmsford,39302,119.1,93,356,65,7,Low,2,Individual,3,1,5,144,Yes,Midscale,10,4.88,32,No,No,No,Yes,No,Yes,Yes
672652934889378423,Chelmsford,41105,141.26,99,295,65,4,High,3,Large,3,2,6,158,Yes,Midscale,71,4.67,9,No,Yes,No,Yes,No,No,No
828442093894435519,Chelmsford,43263,168.34,97,264,62,5,Low,1,Large,3,3,6,204,Yes,Upscale,102,4.86,22,No,No,No,Yes,No,No,No
833090916095700422,Chelmsford,46133,272.97,66,256,2,2,None,2,Individual,3,2.5,6,369,Yes,Upscale,110,5,1,No,No,No,Yes,No,No,No
52558035,Chelmsford,51983,189.03,96,286,86,11,High,2,Large,3,1,6,192,Yes,Upscale,80,4.83,6,No,No,No,Yes,No,Yes,No
28019070,Chelmsford,74166,466.45,60,266,125,7,Moderate,2,Individual,3,2,6,441,Yes,Upscale,100,4.96,232,No,No,No,Yes,No,No,No
996115485293147454,Colchester,0,N/A,0,264,N/A,N/A,None,7,Small,3,2.5,5,224,Yes,N/A,12,N/A,0,No,No,No,Yes,No,No,No
44439664,Colchester,0,N/A,0,165,N/A,N/A,High,1,Large,3,1,6,87,No,N/A,154,4.22,9,No,No,No,Yes,Yes,Yes,No
1049825226241382336,Colchester,0,N/A,0,162,N/A,N/A,Moderate,2,Individual,3,2,6,140,Yes,N/A,204,3,2,No,No,No,Yes,No,Yes,No
44239352,Colchester,0,N/A,0,102,N/A,N/A,None,1,Large,3,2,6,157,No,N/A,157,N/A,0,No,No,No,Yes,No,No,No
754358513534938378,Colchester,0,N/A,0,362,N/A,N/A,None,3,Small,3,1,6,114,Yes,N/A,4,1,1,No,No,No,Yes,No,No,No
956557000390878576,Colchester,0,N/A,0,60,N/A,N/A,Moderate,1,Large,3,2,6,145,No,N/A,0,N/A,1,No,No,No,Yes,No,Yes,No
1254203115492421064,Colchester,0,N/A,0,52,N/A,N/A,None,3,Small,3,1,4,116,No,N/A,0,0,0,No,No,No,Yes,No,Yes,No
1069524419227697977,Colchester,474,158.07,2,191,7,3,Low,1,Individual,3,1,5,160,Yes,Upscale,175,4,2,No,No,No,Yes,No,Yes,No
930601416797602619,Colchester,517,73.81,2,361,1,4,None,3,Small,3,1,6,90,Yes,Economy,5,N/A,0,No,No,No,Yes,No,No,No
1288418445965851592,Colchester,1060,81.5,14,95,15,21,None,1,Small,3,1,5,93,Yes,Midscale,91,N/A,0,No,No,No,Yes,No,Yes,No
621507793944842837,Colchester,1355,90.33,8,190,65,3,None,3,Individual,3,1.5,5,102,Yes,Midscale,176,4.33,6,No,No,No,Yes,No,No,No
1347355308107617687,Colchester,1502,107.27,14,97,16,3,Low,7,Moderate,3,1,6,139,Yes,Midscale,10,N/A,0,No,No,No,Yes,No,No,No
1221041074739015663,Colchester,1997,71.33,13,209,1,9,None,3,Small,3,1,5,87,Yes,Economy,21,4,3,No,No,No,Yes,No,Yes,No
1270202642593365598,Colchester,2347,130.4,90,20,11,7,None,2,Individual,3,1.5,6,197,Yes,Midscale,166,N/A,0,No,No,No,Yes,No,Yes,No
1325281840290320508,Colchester,2365,139.11,13,132,6,9,Low,3,Small,3,2,8,172,Yes,Midscale,1,N/A,0,No,No,No,Yes,No,Yes,No
54361448,Colchester,2462,129.6,10,188,1,7,None,1,Large,3,1,7,171,Yes,Midscale,178,1,1,No,No,No,Yes,No,No,No
1325271777186923965,Colchester,2515,132.36,17,115,1,5,None,3,Small,3,1,7,161,Yes,Midscale,18,5,1,No,No,No,Yes,No,Yes,No
1347295311328787416,Colchester,2961,128.73,23,101,13,4,Low,1,Moderate,3,1,6,131,Yes,Midscale,6,4.71,7,No,No,No,Yes,No,No,No
51704447,Colchester,3479,75.63,58,80,12,28,Low,3,Individual,3,1,5,118,Yes,Economy,0,4.73,45,No,No,No,Yes,No,No,Yes
1255051072987571189,Colchester,3650,71.56,54,95,7,10,None,2,Individual,3,1,6,84,Yes,Economy,132,4.67,3,No,No,No,Yes,No,Yes,No
53638231,Colchester,4128,75.06,21,261,28,28,Low,3,Individual,3,1.5,7,118,Yes,Economy,105,5,1,No,No,No,Yes,No,No,Yes
1322457298181504663,Colchester,4308,123.07,29,120,22,3,Low,2,Individual,3,1,5,133,Yes,Midscale,13,4.86,7,No,No,No,Yes,No,No,No
541903294076198093,Colchester,4349,77.66,49,114,71,4,Low,3,Individual,3,1.5,8,89,No,Economy,0,4.59,27,Yes,No,No,Yes,Yes,No,No
1336245357808879136,Colchester,4349,74.99,100,58,35,11,None,1,Individual,3,2,5,93,Yes,Economy,59,5,2,No,No,No,Yes,No,Yes,No
1267222801458653515,Colchester,4666,88.03,29,183,36,17,Low,2,Individual,3,1.5,5,98,Yes,Midscale,7,5,5,No,No,No,Yes,No,No,No
1264497302444756388,Colchester,4838,100.79,26,182,25,5,Moderate,2,Individual,3,1.5,6,125,Yes,Midscale,4,5,3,No,No,No,Yes,No,Yes,No
1303558147232251237,Colchester,4931,117.39,76,55,9,5,None,2,Individual,3,2,5,143,Yes,Midscale,101,4.89,9,No,No,No,Yes,No,No,No
1312520734838592312,Colchester,5009,71.56,65,107,10,11,Low,2,Individual,3,1,5,93,Yes,Economy,20,N/A,0,No,No,No,Yes,No,No,No
1226163465730576523,Colchester,5130,176.91,11,257,39,3,None,2,Individual,3,2,6,192,Yes,Upscale,17,4.1,10,No,Yes,No,Yes,Yes,No,No
1073883908046159895,Colchester,6345,192.27,9,364,27,2,None,1,Individual,3,2,6,238,Yes,Upscale,2,5,11,No,No,No,No,No,No,No
817998592119959365,Colchester,6581,98.22,96,70,14,41,None,3,Small,3,2,7,128,Yes,Midscale,55,2,2,No,No,No,Yes,No,No,No
26873929,Colchester,6613,100.19,80,83,99,24,None,3,Individual,3,1.5,5,113,No,Midscale,70,4.77,26,No,No,No,Yes,No,No,No
1211399451243847143,Colchester,6813,139.04,68,72,47,4,None,2,Small,3,1,6,169,Yes,Midscale,220,5,8,No,No,No,Yes,No,Yes,No
830552167331907612,Colchester,6933,79.69,86,101,50,20,None,2,Small,3,1,5,113,No,Economy,121,4.6,5,No,No,No,Yes,No,Yes,No
1026006142249471707,Colchester,7686,160.12,42,115,3,7,Moderate,3,Moderate,3,2,8,204,No,Upscale,56,N/A,0,No,No,No,Yes,No,Yes,No
574324471644164012,Colchester,7705,171.21,51,89,89,4,Moderate,2,Individual,3,2.5,7,189,No,Upscale,0,4.67,46,No,Yes,No,Yes,Yes,No,No
49411835,Colchester,9175,93.63,88,112,84,3,Moderate,2,Individual,3,1.5,6,85,No,Midscale,0,5,145,No,No,No,Yes,Yes,Yes,No
1297176741597743786,Colchester,9444,138.88,71,96,6,24,High,28,Small,3,2,6,189,Yes,Midscale,60,5,2,No,No,No,Yes,No,No,No
687002014978978979,Colchester,9762,75.67,71,182,175,13,Moderate,5,Small,3,2,8,96,No,Economy,0,3.95,16,No,No,No,Yes,No,No,No
29611017,Colchester,9792,120.89,38,213,74,7,None,1,Small,3,1,6,137,Yes,Midscale,138,4.51,102,No,No,No,Yes,No,No,No
583937222242565772,Colchester,10013,158.93,61,103,90,4,Low,2,Individual,3,2,8,165,No,Upscale,86,4.84,57,No,No,No,Yes,Yes,No,No
42545598,Colchester,10301,91.16,68,166,19,8,None,1,Small,3,2.5,7,119,Yes,Midscale,200,4.78,37,No,No,No,Yes,No,No,No
809243211706983387,Colchester,10516,81.52,86,150,123,15,None,2,Small,3,2.5,6,113,No,Midscale,120,4.78,9,No,No,No,Yes,No,Yes,No
1268601369760294668,Colchester,10659,91.89,72,161,12,20,Moderate,7,Moderate,3,2.5,7,123,Yes,Midscale,30,5,2,No,No,No,Yes,No,Yes,No
1180514790160621753,Colchester,11134,88.36,70,181,1,31,None,3,Small,3,1,3,114,Yes,Midscale,147,5,2,No,No,No,Yes,No,No,No
1194765240033204043,Colchester,11195,130.17,59,146,20,5,Low,1,Individual,3,1.5,5,152,No,Midscale,27,4.8,10,No,No,No,Yes,No,Yes,Yes
1135368697927781529,Colchester,11278,102.53,52,212,67,12,Moderate,2,Small,3,2,6,129,Yes,Midscale,153,5,10,No,No,No,Yes,No,No,No
1346349428310628503,Colchester,11643,155.24,94,80,2,15,None,2,Individual,3,1.5,5,216,Yes,Upscale,16,N/A,0,No,No,No,Yes,No,No,No
858480246759632141,Colchester,12001,96.78,93,134,89,7,None,1,Moderate,3,1,6,105,No,Midscale,218,4.63,30,No,No,No,Yes,No,Yes,No
9610432,Colchester,12482,211.56,27,216,12,15,None,2,Small,3,2,4,309,Yes,Upscale,150,4.93,14,No,No,No,Yes,No,No,No
1336762685958196774,Colchester,13016,178.29,83,88,11,19,None,3,Individual,3,2,6,262,Yes,Upscale,0,N/A,0,No,No,No,Yes,No,No,No
876677066823921865,Colchester,13394,89.89,42,359,38,6,Moderate,4,Individual,3,1,6,116,Yes,Midscale,7,4.78,9,No,No,No,Yes,No,Yes,No
994072134503300409,Colchester,13741,126.07,80,136,2,10,High,2,Small,3,2.5,5,159,Yes,Midscale,16,5,4,No,No,No,Yes,No,No,No
981032822915324882,Colchester,14195,90.41,100,157,22,3,Low,2,Individual,3,1,6,98,Yes,Midscale,31,5,16,No,No,No,Yes,No,No,No
993966989806126266,Colchester,14228,139.49,66,154,3,15,Moderate,3,Moderate,3,1,8,185,No,Midscale,22,2,1,No,No,No,Yes,No,Yes,No
1157849486137356976,Colchester,14355,101.09,66,216,17,23,High,3,Large,3,1,7,141,No,Midscale,142,4.22,0,No,No,No,No,No,No,No
17680948,Colchester,14840,170.58,30,286,46,6,Moderate,1,Small,3,2,6,159,Yes,Upscale,4,4.89,89,No,No,No,Yes,No,Yes,No
49562983,Colchester,14912,69.03,61,356,101,9,Moderate,2,Individual,3,2,5,72,Yes,Economy,10,4.93,152,No,No,No,Yes,No,Yes,No
585418042386585434,Colchester,15143,91.22,46,360,45,10,None,1,Individual,3,1.5,6,107,Yes,Midscale,6,4.95,56,No,No,No,Yes,Yes,No,No
941828559155010316,Colchester,15983,81.13,65,302,65,9,Moderate,2,Individual,3,1,8,87,Yes,Midscale,64,4.94,51,No,No,No,Yes,No,Yes,No
688363452809131826,Colchester,17013,72.39,76,308,95,3,Moderate,2,Small,3,1,6,92,Yes,Economy,58,4.85,39,No,No,No,Yes,No,Yes,No
43999149,Colchester,17258,69.59,71,348,143,7,Moderate,2,Individual,3,1,6,81,Yes,Economy,18,4.77,106,No,No,No,Yes,No,Yes,No
775378630881508792,Colchester,17346,142.18,77,159,72,2,None,1,Small,3,2.5,8,152,No,Midscale,70,4.88,86,No,No,Yes,Yes,No,No,No
671063504622969529,Colchester,17599,101.73,84,206,33,34,Moderate,2,Moderate,3,1.5,5,160,Yes,Midscale,110,4.71,7,No,No,No,Yes,No,No,No
18524758,Colchester,17600,89.79,58,336,50,7,None,2,Small,3,1,5,93,Yes,Midscale,30,4.81,350,No,No,No,Yes,No,No,No
1078094931549257397,Colchester,17755,113.82,56,280,29,6,Moderate,2,Individual,3,2.5,6,132,Yes,Midscale,86,4.79,19,No,No,No,Yes,No,No,No
1188301667146263917,Colchester,17960,105.03,87,197,18,7,None,2,Individual,3,1,5,110,Yes,Midscale,97,4.84,19,No,No,No,Yes,No,No,No
18647641,Colchester,18265,96.13,98,194,65,3,Low,2,Individual,3,1.5,6,116,Yes,Midscale,172,4.92,157,No,No,No,Yes,Yes,No,No
715191772684254912,Colchester,19210,80.04,89,271,22,14,High,4,Small,3,2,6,108,Yes,Economy,95,4.7,20,No,No,No,Yes,No,Yes,No
633002694759511422,Colchester,19435,269.93,30,241,39,2,None,1,Individual,3,1,10,266,Yes,Upscale,125,4.68,65,No,No,No,Yes,No,Yes,No
663080013416894312,Colchester,19478,117.33,61,271,29,28,None,2,Small,3,2.5,6,179,Yes,Midscale,95,5,11,No,No,No,Yes,No,No,No
604003213097124105,Colchester,19882,125.84,51,310,129,17,Moderate,2,Individual,3,2,8,145,No,Midscale,7,4.94,51,No,No,No,Yes,Yes,No,No
13145326,Colchester,19960,175.09,79,144,44,2,None,2,Small,3,1,6,230,Yes,Upscale,222,4.86,7,No,No,No,Yes,No,Yes,No
683500853408428984,Colchester,20150,117.83,92,186,49,10,High,3,Large,3,2,5,127,Yes,Midscale,180,4.86,7,No,No,No,Yes,No,Yes,No
1097663036847907943,Colchester,20743,81.34,86,298,17,7,High,2,Large,3,1,4,97,Yes,Midscale,68,4.21,14,No,No,No,Yes,No,No,No
805047988863110225,Colchester,21104,77.59,75,364,83,20,Moderate,2,Individual,3,1,8,87,Yes,Economy,2,4.98,51,No,No,No,Yes,No,Yes,No
24950477,Colchester,21160,127.47,61,271,79,3,Moderate,2,Individual,3,1,6,125,Yes,Midscale,95,4.91,232,No,No,No,Yes,No,No,No
797195889165951050,Colchester,21210,85.87,70,353,32,6,Low,2,Small,3,1,7,92,Yes,Midscale,13,4.9,90,No,No,No,Yes,No,No,No
32838531,Colchester,21323,185.42,54,214,87,23,Low,3,Individual,3,2,6,255,No,Upscale,101,4.95,57,No,No,No,Yes,No,No,No
53898632,Colchester,22673,125.96,50,361,98,4,Moderate,2,Individual,3,1.5,6,119,Yes,Midscale,5,4.9,165,No,No,No,Yes,No,Yes,No
1153024958321826416,Colchester,22835,109.78,68,308,5,18,High,5,Individual,3,1.5,6,163,Yes,Midscale,56,4.75,4,No,No,No,Yes,No,No,No
1114479630627281182,Colchester,23032,95.97,77,310,58,4,High,2,Individual,3,1.5,6,99,Yes,Midscale,56,4.84,57,No,No,No,Yes,No,Yes,No
570009947652015833,Colchester,23359,111.23,79,267,11,4,Low,3,Individual,3,2,5,156,Yes,Midscale,22,5,5,No,No,No,Yes,No,No,No
642725950658604627,Colchester,23385,102.57,63,363,152,14,Moderate,7,Individual,3,2.5,6,134,Yes,Midscale,3,4.96,24,No,No,No,Yes,No,Yes,No
842852790451541097,Colchester,23978,110.5,69,315,101,9,High,2,Individual,3,2.5,6,144,Yes,Midscale,51,4.94,33,No,No,No,Yes,No,Yes,No
1123170994558278053,Colchester,24298,121.49,60,335,16,11,Moderate,2,Individual,3,2,8,166,Yes,Midscale,29,4.87,15,No,No,No,Yes,No,Yes,No
728202490685420889,Colchester,25193,144.79,65,269,57,17,Low,2,Small,3,2.5,6,172,Yes,Midscale,97,4.9,61,No,No,No,Yes,No,No,No
23537868,Colchester,25852,158.6,85,192,110,7,Moderate,3,Small,3,1.5,6,181,Yes,Upscale,174,4.76,95,No,No,No,Yes,No,Yes,No
988431576645734845,Colchester,26183,111.89,67,347,9,17,High,6,Large,3,2.5,5,156,Yes,Midscale,18,4.75,4,No,No,No,Yes,No,Yes,No
898492272964477433,Colchester,26294,125.21,79,266,49,7,None,3,Individual,3,2,7,189,Yes,Midscale,100,5,2,No,No,No,Yes,No,Yes,No
51639128,Colchester,26507,122.72,97,223,86,15,High,1,Large,3,1,5,132,No,Midscale,62,4.6,5,No,No,No,Yes,No,Yes,No
1083116083308820734,Colchester,27121,101.2,77,350,4,20,High,5,Large,3,2.5,6,153,No,Midscale,8,4.8,5,No,No,No,No,No,No,No
20988048,Colchester,28448,144.4,92,213,85,3,High,2,Individual,3,2,6,137,Yes,Midscale,153,4.91,396,No,Yes,No,Yes,No,No,No
1114429723917677983,Colchester,28628,165.48,60,290,56,9,Moderate,2,Individual,3,2,6,181,Yes,Upscale,75,4.96,24,No,No,No,Yes,No,Yes,No
49993000,Colchester,31018,137.86,63,355,92,4,Low,2,Small,3,1,5,140,Yes,Midscale,11,4.92,156,No,No,No,Yes,No,Yes,No
51485511,Colchester,31128,120.19,83,313,119,6,High,2,Individual,3,2,6,139,Yes,Midscale,53,4.96,82,No,No,No,Yes,No,Yes,No
1064671460244252224,Colchester,31174,167.6,93,200,88,30,None,2,Individual,3,2.5,7,232,Yes,Upscale,166,4.57,7,No,No,No,Yes,No,No,No
49255506,Colchester,33440,171.49,92,211,125,9,Low,1,Individual,3,2.5,6,192,No,Upscale,124,4.96,68,No,No,No,Yes,No,Yes,No
53074530,Colchester,33633,230.36,40,366,5,3,None,4,Small,3,2.5,6,305,Yes,Upscale,0,5,1,No,No,No,Yes,No,No,No
44385430,Colchester,35994,220.82,80,203,67,4,High,2,Small,3,1.5,6,214,Yes,Upscale,163,4.97,126,No,No,No,Yes,No,Yes,No
883072699764974589,Colchester,42844,178.52,78,307,10,3,Moderate,1,Large,3,2,6,280,Yes,Upscale,59,4.5,2,No,No,No,Yes,No,Yes,No
1116514083479629513,Colchester,48350,284.41,93,183,10,4,Moderate,1,Large,3,2,6,373,No,Upscale,53,4.79,0,No,No,No,Yes,No,Yes,No
883069230331174154,Colchester,48874,193.94,89,284,20,3,Moderate,1,Large,3,2,6,296,Yes,Upscale,82,4.92,13,No,No,No,Yes,No,Yes,No
833817774800333965,Colchester,52978,177.78,91,326,80,5,Moderate,2,Individual,3,2,6,171,Yes,Upscale,40,4.85,144,No,No,No,Yes,No,Yes,No
883079232436366215,Colchester,57573,210.89,95,286,2,2,Moderate,1,Large,3,2,6,303,Yes,Upscale,80,5,4,No,No,No,Yes,No,Yes,No
1120821878851567954,Colchester,68945,231.36,98,304,23,5,High,2,Large,3,3,6,290,Yes,Upscale,62,5,1,No,No,No,Yes,No,Yes,No
987440215251843897,Brentwood,0,N/A,0,187,N/A,N/A,None,3,Small,3,2,6,431,Yes,N/A,179,4.55,0,No,No,No,Yes,No,No,No
867428043609660988,Brentwood,0,N/A,0,180,N/A,N/A,None,7,Small,3,1,6,175,Yes,N/A,186,0,0,No,No,No,Yes,No,Yes,No
1044696170841835226,Brentwood,0,N/A,0,119,N/A,N/A,None,2,Small,3,2.5,6,279,No,N/A,0,5,9,No,No,No,Yes,No,Yes,No
1172902446485564303,Brentwood,0,N/A,0,80,N/A,N/A,None,1,Individual,3,1,4,967,No,N/A,58,N/A,0,No,No,No,No,No,No,No
1310723043682753863,Brentwood,0,N/A,0,99,N/A,N/A,Moderate,1,Moderate,3,1.5,6,168,Yes,N/A,0,N/A,0,No,No,No,Yes,No,No,No
1315080518361616318,Brentwood,0,N/A,0,13,N/A,N/A,None,1,Large,3,2,6,290,No,N/A,12,N/A,0,No,No,No,Yes,Yes,No,No
1273391758801394473,Brentwood,699,174.64,2,177,2,4,High,1,Small,3,2.5,8,235,Yes,Upscale,10,N/A,0,No,No,No,Yes,No,Yes,No
880627075429440060,Brentwood,981,89.15,3,361,33,9,None,1,Small,3,2.5,8,120,Yes,Midscale,5,3,2,No,No,No,Yes,No,No,No
1292957999901332652,Brentwood,1738,133.67,11,116,0,13,None,2,Moderate,3,2,6,169,Yes,Upscale,40,N/A,0,No,No,No,Yes,No,No,No
34216259,Brentwood,2123,151.62,4,362,4,6,None,5,Moderate,3,3,5,195,Yes,Upscale,4,4.6,5,No,No,No,Yes,No,No,No
1258885133972188117,Brentwood,2644,110.19,34,71,11,3,None,1,Small,3,1.5,4,131,Yes,Midscale,156,5,12,No,No,No,Yes,No,No,No
722263038304437481,Brentwood,3359,152.69,11,194,8,4,None,1,Large,3,1,5,180,No,Upscale,156,4.42,0,No,No,No,Yes,No,No,No
1327563667579603444,Brentwood,3620,124.81,45,65,15,12,Low,2,Small,3,4,6,187,Yes,Midscale,60,5,2,No,No,No,Yes,No,Yes,No
733156629843528524,Brentwood,5237,201.44,22,119,64,5,None,2,Individual,3,2.5,6,233,No,Upscale,1,4.87,23,No,No,No,Yes,No,Yes,No
1309519162651257418,Brentwood,5624,127.81,44,101,9,6,Low,2,Small,3,1,4,140,No,Upscale,19,4.6,5,No,No,No,Yes,No,Yes,No
1329607085015944141,Brentwood,7748,122.98,83,76,6,47,Low,14,Large,3,2,7,172,Yes,Midscale,49,N/A,0,No,No,No,Yes,No,Yes,No
809501303830183077,Brentwood,7775,97.19,71,112,26,43,None,2,Individual,3,1.5,5,123,Yes,Midscale,194,5,4,No,No,No,Yes,No,No,No
725823036821709871,Brentwood,7859,145.54,15,363,42,5,None,2,Small,3,2.5,8,186,Yes,Upscale,3,3.83,6,No,No,No,Yes,No,No,No
44069767,Brentwood,7973,221.46,46,78,7,16,Low,7,Large,3,2,6,289,No,Upscale,40,5,5,No,No,No,Yes,No,No,No
1030455785309586495,Brentwood,8626,151.34,37,153,76,16,Low,1,Large,3,4,6,219,No,Upscale,99,4.33,3,No,No,No,Yes,Yes,No,No
52757850,Brentwood,14472,110.47,38,343,7,12,None,4,Small,3,1.5,5,144,Yes,Midscale,23,3.6,5,No,No,No,Yes,No,No,No
1202876378625757432,Brentwood,15439,104.32,65,227,43,16,Unknown,3,Unknown,3,1,6,138,Yes,Midscale,50,4.25,4,No,No,No,Yes,No,Yes,No
841906729409740068,Brentwood,17753,188.86,41,227,47,9,None,1,Small,3,1.5,7,239,No,Upscale,15,4.73,15,No,No,No,Yes,No,Yes,No
919310835570017903,Brentwood,25149,99.01,80,318,10,25,None,1,Small,3,1.5,5,163,No,Midscale,28,4.74,19,No,No,No,Yes,No,Yes,No
709873167765632120,Brentwood,28409,143.48,59,334,40,5,Low,2,Individual,3,1,6,156,Yes,Upscale,32,4.74,82,No,No,No,Yes,No,No,No
49249531,Brentwood,28640,181.27,46,342,45,4,Low,2,Small,3,3,6,238,Yes,Upscale,24,4.3,33,No,No,No,Yes,No,Yes,No
1016684922195452517,Brentwood,32065,201.67,94,170,40,4,High,1,Large,3,3,6,203,Yes,Upscale,59,1,1,No,No,No,Yes,No,Yes,No
872913740243580186,Brentwood,51017,147.45,98,352,75,18,None,1,Individual,3,3,6,198,Yes,Upscale,14,5,23,No,No,Yes,Yes,No,No,No
49892607,Clacton-on-sea,0,N/A,0,136,N/A,N/A,None,1,Large,3,2,6,99,No,N/A,127,5,2,No,No,No,No,No,No,No
741104767511774409,Clacton-on-sea,0,N/A,0,129,N/A,N/A,None,365,Individual,3,1.5,8,66,No,N/A,1,N/A,0,No,No,No,Yes,Yes,No,No
648178384132236055,Clacton-on-sea,0,N/A,0,158,N/A,N/A,None,3,Small,3,1,8,113,No,N/A,106,5,2,No,No,No,Yes,No,Yes,No
1154139499584868154,Clacton-on-sea,0,N/A,0,171,N/A,N/A,None,1,Large,3,3,8,121,No,N/A,149,N/A,0,No,No,No,Yes,Yes,Yes,No
544298713252519488,Clacton-on-sea,0,N/A,0,119,N/A,N/A,None,3,Individual,3,1.5,6,94,No,N/A,0,4.5,14,Yes,No,No,Yes,Yes,No,No
51528645,Clacton-on-sea,0,N/A,0,313,N/A,N/A,None,2,Individual,3,1,8,125,No,N/A,32,5,3,No,No,No,Yes,No,No,No
858777077144221190,Clacton-on-sea,0,N/A,0,118,N/A,N/A,None,1,Small,3,1,6,111,No,N/A,0,4.9,10,No,No,No,Yes,No,Yes,No
49679479,Clacton-on-sea,0,N/A,0,118,N/A,N/A,None,1,Small,3,2,8,93,No,N/A,0,4.5,34,No,No,No,Yes,Yes,Yes,No
819101817014541601,Clacton-on-sea,89,88.83,0,256,4,1,None,2,Individual,3,1.5,8,80,Yes,Midscale,110,0,0,No,No,No,Yes,Yes,Yes,Yes
1086783335019280327,Clacton-on-sea,235,117.29,7,30,1,2,Moderate,1,Small,3,2,6,154,No,Midscale,99,N/A,0,No,No,No,Yes,Yes,No,No
44327745,Clacton-on-sea,346,115.44,2,176,143,3,Moderate,2,Large,3,2,6,98,Yes,Midscale,190,5,5,No,No,No,Yes,Yes,Yes,No
1241973254430726974,Clacton-on-sea,361,72.18,6,79,42,1,None,2,Large,3,1,8,86,Yes,Midscale,163,4,4,No,No,No,Yes,Yes,Yes,No
51314643,Clacton-on-sea,503,125.77,2,182,0,4,Moderate,3,Large,3,2,8,84,Yes,Midscale,184,5,1,No,No,No,Yes,No,No,No
842631002907963670,Clacton-on-sea,515,128.71,2,164,4,2,Low,1,Small,3,2,7,158,No,Upscale,30,5,1,No,No,No,Yes,No,No,Yes
34163476,Clacton-on-sea,516,64.56,11,75,70,3,None,2,Individual,3,1,6,76,Yes,Midscale,291,4.73,37,No,No,No,Yes,Yes,Yes,No
1086783845514467871,Clacton-on-sea,558,139.41,17,24,1,2,Moderate,1,Small,3,2,6,169,No,Upscale,104,N/A,0,No,No,No,Yes,No,No,No
1223632671675228407,Clacton-on-sea,740,56.92,50,26,22,49,Low,3,Individual,3,1,6,68,No,Economy,25,N/A,0,No,No,No,Yes,Yes,Yes,No
1044087936553632359,Clacton-on-sea,805,89.47,5,182,6,3,High,2,Individual,3,1,8,81,Yes,Midscale,184,3.67,3,No,No,No,Yes,No,No,No
27761593,Clacton-on-sea,1255,156.82,3,252,1,4,None,4,Small,3,1,6,189,Yes,Upscale,114,5,1,No,No,No,Yes,No,No,No
936400641347022479,Clacton-on-sea,1401,77.82,38,47,379,2,None,2,Small,3,1,8,99,No,Midscale,241,0,0,No,No,No,Yes,No,Yes,No
1141756329168729911,Clacton-on-sea,2769,69.23,30,132,7,3,Low,1,Large,3,1,6,70,No,Midscale,6,N/A,3,No,No,No,Yes,No,No,No
1160181863141079416,Clacton-on-sea,2952,105.43,13,212,23,4,Low,2,Individual,3,0,7,112,No,Midscale,145,4.57,7,No,No,No,Yes,No,Yes,No
817475471818158587,Clacton-on-sea,4328,65.58,32,208,28,6,None,3,Individual,3,1.5,8,85,Yes,Midscale,158,4.91,11,No,No,No,Yes,No,Yes,No
604304853155003354,Clacton-on-sea,4345,67.89,78,82,105,5,Moderate,3,Small,3,1,5,85,No,Midscale,1,4.84,19,No,No,No,Yes,No,Yes,No
799104036895493494,Clacton-on-sea,4503,81.87,51,107,35,5,Low,2,Small,3,1.5,8,76,No,Midscale,151,4.83,12,No,No,No,Yes,No,Yes,No
1091897729200222962,Clacton-on-sea,4921,64.75,86,88,33,4,Low,1,Individual,3,1.5,6,68,No,Midscale,20,4.91,23,No,No,No,Yes,Yes,No,Yes
667127144145850657,Clacton-on-sea,5356,76.51,19,360,50,6,None,2,Individual,3,1,6,110,Yes,Midscale,6,4.8,5,No,No,No,Yes,No,No,No
