listing_ID,town,est_rental_revenue_median,estimated_ADR,Est_adj_occupancy,active_days,booking_window,length_of_stay,dynamic_pricing,min_stay,management,Bedrooms,bathrooms,max_guests,listed_price,is_active,economic_Category,blocked_days,rating,Num_Reviews,beachfront,hot_tub,EV_charger,kitchen,pool,pets_allowed,smoking_allowed
53608283,Southend-on-Sea,9398,93.05,41,247,13,17,None,2,Small,2,2,3,131,Yes,Midscale,119,5,20,No,No,No,Yes,No,No,No
45266603,Southend-on-Sea,9461,103.97,37,247,20,16,None,2,Moderate,2,1,4,125,Yes,Midscale,119,3.8,5,No,No,No,Yes,No,No,No
736049741073367734,Southend-on-Sea,9683,125.76,35,219,40,4,Low,2,Individual,2,2,4,148,Yes,Upscale,147,4.88,25,No,No,Yes,Yes,No,No,No
590331728958406309,Southend-on-Sea,10124,56.88,99,179,76,43,None,2,Individual,2,1,4,76,Yes,Economy,187,4.71,7,No,No,No,Yes,No,No,No
46080051,Southend-on-Sea,10274,68.5,45,336,3,5,None,3,Large,2,1,2,92,Yes,Economy,27,4.44,9,No,No,No,Yes,No,No,No
9873337,Southend-on-Sea,10678,85.42,53,234,19,3,Low,2,Small,2,1,4,108,Yes,Midscale,132,4,4,No,No,No,Yes,No,No,No
857675615665247899,Southend-on-Sea,10702,74.32,52,275,0,8,High,1,Large,2,1,5,100,No,Midscale,25,5,2,No,No,No,Yes,No,Yes,No
928613476211741131,Southend-on-Sea,10856,90.46,77,156,36,4,High,2,Individual,2,1,5,98,No,Midscale,5,4.68,25,No,No,No,Yes,No,No,No
684488276412539497,Southend-on-Sea,10909,89.42,51,240,24,4,None,1,Small,2,1,3,97,Yes,Midscale,126,4.97,36,No,No,No,Yes,No,Yes,No
17710749,Southend-on-Sea,10985,108.77,85,119,59,7,High,2,Large,2,1,6,110,No,Upscale,111,3.93,41,No,No,No,Yes,No,No,No
1268822826474929591,Southend-on-Sea,11034,91.19,65,187,19,6,High,2,Individual,2,1,4,95,Yes,Midscale,19,5,10,No,No,No,Yes,No,No,No
935349301874458937,Southend-on-Sea,11250,102.27,38,289,1,16,None,3,Moderate,2,1,5,128,Yes,Midscale,77,4,3,No,No,No,Yes,No,No,No
830978814000556015,Southend-on-Sea,12218,76.84,60,265,2,9,High,1,Moderate,2,1,5,103,No,Midscale,41,5,1,No,No,No,Yes,No,Yes,No
